movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
97370,Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.","Thriller, Science Fiction, Drama","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Scarlett Johansson, Kryštof Hádek, Paul Brannigan, Michael Moreland, Scott Dymond",Jonathan Glazer,14-03-2014,en,6,1102,TMDB 5000 Movie Dataset
20829,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","Comedy, Drama",not bad not great; audience_score:5.7; votes:390,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana, Jonah Hill",Judd Apatow,31-07-2009,en,5.7,390,TMDB 5000 Movie Dataset
76757,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","Science Fiction, Fantasy, Action, Adventure",<br> Average audience response; divisive movie with rating 5.2/10.!!!,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth","Lilly Wachowski, Lana Wachowski",04-02-2015,en,5.2,2768,TMDB 5000 Movie Dataset
136400,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,"Action, Comedy, Crime","review: okay/good film, some issues; rating=6.6","Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward",Baltasar Kormákur,02-08-2013,en,6.6,1589,TMDB 5000 Movie Dataset
592,THE CONVERSATION,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",CRIME + drama + mystery,"<br> positive review: impressive movie, worth watching; vote_avg=7.5; votes=372  ","Gene Hackman, John Cazale, Frederic Forrest, Cindy Williams, Harrison Ford",Francis Ford Coppola,07-04-1974,en,7.5,372,TMDB 5000 Movie Dataset
192102,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","Action, Drama, Thriller, Crime",Average audience response; divisive movie with rating 6.0/10.,Kevin Costner/Amber Heard/Hailee Steinfeld/Connie Nielsen/Tómas Lemarquis,McG,14-02-2014,en,6,883,TMDB 5000 Movie Dataset
323676,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",Comedy,not bad not great; audience_score:5.5; votes:431,"Melissa McCarthy, Peter Dinklage, Kristen Bell, Kathy Bates, Kristen Schaal",Ben Falcone,07-04-2016,en,5.5,431,TMDB 5000 Movie Dataset
72197,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!","Animation, Adventure, Family, Comedy","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.","Hugh Grant, Brendan Gleeson, Jeremy Piven, Brian Blessed, Salma Hayek","Peter Lord, Jeff Newitt",12-03-2012,en,6.4,374,TMDB 5000 Movie Dataset
37707,Splice,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.","Horror, Thriller, Science Fiction",not bad not great; audience_score:5.5; votes:671,"Adrien Brody, Sarah Polley, Delphine Chanéac, David Hewlett, Abigail Chu",Vincenzo Natali,06-10-2009,en,5.5,671,TMDB 5000 Movie Dataset
8456,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.","Drama, Action","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.4/10.","Sean Faris, Amber Heard, Cam Gigandet, Djimon Hounsou, Evan Peters",Jeff Wadlow,04-03-2008,en,6.4,497,TMDB 5000 Movie Dataset
146,"Crouching Tiger, Hidden Dragon","Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.","Adventure, Drama, Action, Romance","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.2/10.","Chow Yun-fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Cheng Pei-Pei",Ang Lee,01-10-2000,zh,unknown,927,TMDB 5000 Movie Dataset
22825,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.","Thriller, Science Fiction",not bad not great; audience_score:5.4; votes:597,"Cameron Diaz, James Marsden, Frank Langella, Michael Zegen, James Rebhorn",Richard Kelly,17-09-2009,en,5.4,597,TMDB 5000 Movie Dataset
11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","Romance, Drama",Strong audience response; many viewers praise The Notebook for story and performances. Rating: 7.7/10 (3067 votes).,"Rachel McAdams, Ryan Gosling, Gena Rowlands, James Garner, Sam Shepard",Nick Cassavetes,25-06-2004,en,7.7,3067,TMDB 5000 Movie Dataset
56292,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","Action, Thriller, Adventure","Decent watch; not perfect, but audience rating is around 6.8/10 from 3972 votes.","Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton, Anil Kapoor",Brad Bird,07-12-2011,en,unknown,3972,TMDB 5000 Movie Dataset
812,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.","Animation, Family, Comedy, Adventure, Fantasy, Romance","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.4/10.","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker","Ron Clements, John Musker",25-11-1992,en,7.4,3416,TMDB 5000 Movie Dataset
16320,Serenity,,"Science Fiction, Action, Adventure, Thriller","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.4/10.","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin",Joss Whedon,25-08-2005,en,7.4,1264,TMDB 5000 Movie Dataset
59967,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",Action | Thriller | Science Fiction,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.6/10.","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan",Rian Johnson,26-09-2012,en,6.6,4697,TMDB 5000 Movie Dataset
3050,DOCTOR DOLITTLE,"A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!","Comedy, Family, Fantasy",<br> Average audience response; divisive movie with rating 5.4/10. #movie,"Eddie Murphy, Ossie Davis, Oliver Platt, Peter Boyle, Richard Schiff",Betty Thomas,22-06-1998,en,5.4,686,TMDB 5000 Movie Dataset
134374,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.","Thriller, Crime, Action",Average audience response; divisive movie with rating 6.1/10.,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris",Michael Bay,18-04-2013,en,6.1,1573,TMDB 5000 Movie Dataset
15512,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...","Animation, Family, Adventure, Science Fiction",user says: Average audience response; divisive movie with rating 6.0/10. <end>,"Seth Rogen, Reese Witherspoon, Hugh Laurie, Paul Rudd, Kiefer Sutherland","Conrad Vernon, Rob Letterman",19-03-2009,en,6,1423,TMDB 5000 Movie Dataset
630,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","Adventure, Family, Fantasy","review: okay/good film, some issues; rating=7.4","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley",Victor Fleming,15-08-1939,en,7.4,1642,TMDB 5000 Movie Dataset
